crystal_system,feature,mean_coefficient,std_coefficient,mean_absolute_coefficient,std_absolute_coefficient,nonzero_folds
Cubic,MagpieData minimum NpValence,0.01990924477731641,0.044518424702762155,0.01990924477731641,0.044518424702762155,1
Cubic,MagpieData minimum NsUnfilled,0.0,0.0,0.0,0.0,0
Cubic,MagpieData minimum NsValence,0.21200040093400987,0.08546239870186595,0.21200040093400987,0.08546239870186595,5
Cubic,MagpieData minimum Number,0.030291898825613388,0.029409322581717693,0.030291898825613388,0.029409322581717693,3
Cubic,MagpieData minimum Row,0.0,0.0,0.0,0.0,0
Cubic,MagpieData minimum SpaceGroupNumber,0.07495112883035522,0.02025639556600241,0.07495112883035522,0.02025639556600241,5
Cubic,MagpieData mode AtomicWeight,-0.018742361503937155,0.024212011866236,0.018742361503937155,0.024212011866236,3
Cubic,MagpieData mode Column,-0.1710174989831899,0.16253928845763782,0.1710174989831899,0.16253928845763782,4
Cubic,MagpieData mode CovalentRadius,-0.028180130408614452,0.03935841481303116,0.028180130408614452,0.03935841481303116,3
Cubic,MagpieData mode Electronegativity,0.0,0.0,0.0,0.0,0
Cubic,MagpieData mode GSbandgap,-0.013268484150752125,0.024234179541851985,0.013895302096478929,0.02379100717077049,3
Cubic,MagpieData mode GSmagmom,0.0,0.0,0.0,0.0,0
Cubic,MagpieData mode GSvolume_pa,-0.033399805357162096,0.07556931191230384,0.07289935908442917,0.021500208292450935,5
Cubic,MagpieData mode MeltingT,0.08709330522782177,0.05230969644435845,0.08709330522782177,0.05230969644435845,4
Cubic,MagpieData mode MendeleevNumber,0.08411297962978963,0.05239429195014901,0.08411297962978963,0.05239429195014901,4
Cubic,MagpieData mode NUnfilled,-0.01137252549342968,0.021388238208309998,0.01137252549342968,0.021388238208309998,2
Cubic,MagpieData mode NValence,-0.04560893340802241,0.08713453258886178,0.04560893340802241,0.08713453258886178,2
Cubic,MagpieData mode NdUnfilled,0.0,0.0,0.0,0.0,0
Cubic,MagpieData mode NdValence,0.0,0.0,0.0,0.0,0
Cubic,MagpieData mode NfUnfilled,0.0,0.0,0.0,0.0,0
Cubic,MagpieData mode NfValence,0.0,0.0,0.0,0.0,0
Cubic,MagpieData mode NpUnfilled,0.5758969517624525,0.06438183218367882,0.5758969517624525,0.06438183218367882,5
Cubic,MagpieData mode NpValence,-0.5733896957903368,0.1326690162922182,0.5733896957903368,0.1326690162922182,5
Cubic,MagpieData mode NsUnfilled,-0.0284182522629154,0.03252688775471333,0.0284182522629154,0.03252688775471333,3
Cubic,MagpieData mode NsValence,0.09812871238519909,0.05984919218467221,0.09812871238519909,0.05984919218467221,5
Cubic,MagpieData mode Number,-0.11927886047557974,0.08052338280418025,0.11927886047557974,0.08052338280418025,5
Cubic,MagpieData mode Row,0.02429652797880211,0.054328688177827086,0.02429652797880211,0.054328688177827086,1
Cubic,MagpieData mode SpaceGroupNumber,0.007567233159773918,0.0853081988435625,0.0524502528874559,0.06253224190050426,3
Cubic,MagpieData range AtomicWeight,-0.25577740870046173,0.2045594555985961,0.25577740870046173,0.2045594555985961,5
Cubic,MagpieData range Column,0.08155330599771703,0.04741840803981482,0.08155330599771703,0.04741840803981482,5
Cubic,MagpieData range CovalentRadius,-0.025312776283563432,0.03820364242217608,0.025312776283563432,0.03820364242217608,3
Cubic,MagpieData range Electronegativity,0.005343932248962345,0.03550289221603767,0.019652255511677243,0.028519965588779252,2
Cubic,MagpieData range GSbandgap,3.179628914845106e-16,9.025371367591012e-16,4.50629093024572e-16,8.289243387249643e-16,0
Cubic,MagpieData range GSmagmom,-7.004551653834163e-16,9.681382575441355e-16,7.004551653834163e-16,9.681382575441355e-16,0
Cubic,MagpieData range GSvolume_pa,0.0,0.0,0.0,0.0,0
Cubic,MagpieData range MeltingT,0.017323159135737422,0.0260966503463735,0.017323159135737422,0.0260966503463735,2
